File Name,Elements,Atom Counts,Element Count,Total Atom Count
mp-1630.cif,"Zr, Hg",Zr:6.0; Hg:2.0,2,8.0
mp-16304.cif,"Y, P, Pt",Y:1.0; P:1.0; Pt:1.0,3,3.0
mp-16305.cif,"Sc, P, Ru",Sc:3.0; P:3.0; Ru:3.0,3,9.0
mp-16334.cif,"Fe, Pd, N",Fe:3.0; Pd:1.0; N:1.0,3,5.0
mp-16336.cif,"Zr, Fe, Si",Zr:4.0; Fe:6.0; Si:2.0,3,12.0
mp-16337.cif,"Ga, Hg, Te",Ga:4.0; Hg:2.0; Te:8.0,3,14.0
mp-16356.cif,"Ti, Ni, Ge",Ti:4.0; Ni:4.0; Ge:4.0,3,12.0
mp-16363.cif,"Co, As, S",Co:4.0; As:4.0; S:4.0,3,12.0
mp-1638.cif,"Sr, Al",Sr:8.0; Al:16.0,2,24.0
mp-1646.cif,"Li, Hg",Li:12.0; Hg:4.0,2,16.0
mp-1648.cif,"Al, Re",Al:24.0; Re:2.0,2,26.0
mp-16481.cif,"Ti, Al, Au",Ti:2.0; Al:2.0; Au:2.0,3,6.0
mp-16483.cif,"Ba, Al, Fe",Ba:1.0; Al:9.0; Fe:2.0,3,12.0
mp-16488.cif,"Al, Co",Al:18.0; Co:4.0,2,22.0
mp-1649.cif,"Fe, Pt",Fe:3.0; Pt:1.0,2,4.0
mp-16491.cif,"Sr, Al, Co",Sr:1.0; Al:9.0; Co:2.0,3,12.0
mp-16493.cif,"Y, Al, Co",Y:4.0; Al:8.0; Co:4.0,3,16.0
mp-16495.cif,"Al, Cr, Fe",Al:4.0; Cr:4.0; Fe:8.0,3,16.0
mp-16497.cif,"Sc, Al, Cu",Sc:4.0; Al:4.0; Cu:8.0,3,16.0
mp-165.cif,Si,Si:4.0,1,4.0
mp-16501.cif,"Hf, Al, Pd",Hf:4.0; Al:4.0; Pd:8.0,3,16.0
mp-16514.cif,"Al, Ni",Al:6.0; Ni:10.0,2,16.0
mp-1652.cif,"Zn, Pd",Zn:1.0; Pd:1.0,2,2.0
mp-16521.cif,"Al, Os",Al:6.0; Os:4.0,2,10.0
mp-16522.cif,"Al, Pd",Al:8.0; Pd:4.0,2,12.0
mp-16523.cif,"Al, Pd",Al:6.0; Pd:10.0,2,16.0
mp-16524.cif,"Sc, Al, Pd",Sc:4.0; Al:4.0; Pd:8.0,3,16.0
mp-16526.cif,"Al, Pt",Al:4.0; Pt:8.0,2,12.0
mp-16528.cif,"Al, Re",Al:24.0; Re:4.0,2,28.0
mp-16529.cif,"Al, Ru",Al:24.0; Ru:4.0,2,28.0
mp-16548.cif,"Zr, Ti, F",Zr:4.0; Ti:4.0; F:24.0,3,32.0
mp-16613.cif,"Al, Au, O",Al:2.0; Au:2.0; O:4.0,3,8.0
mp-1664.cif,"V, Pd",V:6.0; Pd:2.0,2,8.0
mp-16648.cif,"Li, Sn, Rh",Li:4.0; Sn:16.0; Rh:4.0,3,24.0
mp-1670.cif,"Mn, Pt",Mn:1.0; Pt:1.0,2,2.0
mp-16718.cif,"Al, Tc",Al:24.0; Tc:4.0,2,28.0
mp-16719.cif,"Al, Tc",Al:24.0; Tc:2.0,2,26.0
mp-1672.cif,"Ca, S",Ca:4.0; S:4.0,2,8.0
mp-16723.cif,"Y, Al",Y:12.0; Al:8.0,2,20.0
mp-16733.cif,"Sc, Ga, C",Sc:4.0; Ga:2.0; C:2.0,3,8.0
mp-16740.cif,"Ti, Ge, Pd",Ti:3.0; Ge:3.0; Pd:3.0,3,9.0
mp-16764.cif,"Rb, Y, Te",Rb:2.0; Y:2.0; Te:4.0,3,8.0
mp-1677.cif,"Be, Mo",Be:8.0; Mo:4.0,2,12.0
mp-16775.cif,"Cd, Cu",Cd:4.0; Cu:8.0,2,12.0
mp-1682.cif,"Zr, As",Zr:4.0; As:4.0,2,8.0
mp-16828.cif,"Li, B, O",Li:6.0; B:14.0; O:24.0,3,44.0
mp-1683.cif,"Zr, Se",Zr:2.0; Se:6.0,2,8.0
mp-16860.cif,"Mg, Ir",Mg:78.0; Ir:18.0,2,96.0
mp-16886.cif,"Cd, Au",Cd:9.0; Au:9.0,2,18.0
mp-1689.cif,"Hf, Re",Hf:4.0; Re:8.0,2,12.0
mp-1692.cif,"Cu, O",Cu:2.0; O:2.0,2,4.0
mp-1695.cif,"Y, C",Y:16.0; C:24.0,2,40.0
mp-1696.cif,"Cd, Pd",Cd:1.0; Pd:1.0,2,2.0
mp-16960.cif,"Al, Pt",Al:8.0; Pt:16.0,2,24.0
mp-1700.cif,"Al, N",Al:4.0; N:4.0,2,8.0
mp-17045.cif,"Hf, Rh",Hf:6.0; Rh:10.0,2,16.0
mp-1708.cif,"Y, Te",Y:4.0; Te:4.0,2,8.0
mp-171.cif,"V, Ni",V:2.0; Ni:6.0,2,8.0
mp-1714.cif,"Fe, Si",Fe:16.0; Si:32.0,2,48.0
mp-17177.cif,"Nb, Zn, O",Nb:8.0; Zn:4.0; O:24.0,3,36.0
mp-1725.cif,"Ca, Zn",Ca:4.0; Zn:8.0,2,12.0
mp-173.cif,"Mn, Al",Mn:4.0; Al:24.0,2,28.0
mp-1734.cif,"Ca, Zn",Ca:1.0; Zn:5.0,2,6.0
mp-17413.cif,"Ti, Rh",Ti:6.0; Rh:10.0,2,16.0
mp-17481.cif,"Mg, Ta, O",Mg:8.0; Ta:4.0; O:18.0,3,30.0
mp-1749.cif,"Ca, Al",Ca:2.0; Al:8.0,2,10.0
mp-17524.cif,"Ge, As",Ge:8.0; As:16.0,2,24.0
mp-1755.cif,"Zn, Au",Zn:8.0; Au:24.0,2,32.0
mp-17639.cif,"Y, Zn",Y:6.0; Zn:51.0,2,57.0
mp-17659.cif,"Mg, Al",Mg:69.0; Al:90.0,2,159.0
mp-1769.cif,"Sb, Pd",Sb:2.0; Pd:2.0,2,4.0
mp-17695.cif,"Sc, Sn",Sc:10.0; Sn:6.0,2,16.0
mp-1775.cif,"Sn, Au",Sn:2.0; Au:2.0,2,4.0
mp-17783.cif,"Mg, Au",Mg:18.0; Au:6.0,2,24.0
mp-1780.cif,"Sc, Rh",Sc:1.0; Rh:1.0,2,2.0
mp-1782.cif,"Sc, Se",Sc:4.0; Se:4.0,2,8.0
mp-1783.cif,"Mn, S",Mn:4.0; S:4.0,2,8.0
mp-1784.cif,"Cs, F",Cs:4.0; F:4.0,2,8.0
mp-17848.cif,"Nb, Si",Nb:24.0; Si:8.0,2,32.0
mp-17856.cif,"Al, Co, Cu",Al:28.0; Co:4.0; Cu:8.0,3,40.0
mp-1786.cif,"Ti, Au",Ti:6.0; Au:2.0,2,8.0
mp-17862.cif,"Ag, Ge, P",Ag:12.0; Ge:20.0; P:24.0,3,56.0
mp-1791.cif,"Al, Rh",Al:20.0; Rh:8.0,2,28.0
mp-1799.cif,"Ta, Co",Ta:8.0; Co:16.0,2,24.0
mp-1804.cif,"Fe, N",Fe:6.0; N:2.0,2,8.0
mp-1808.cif,"Ti, Ni",Ti:64.0; Ni:32.0,2,96.0
mp-18093.cif,"Al, Mo, C",Al:8.0; Mo:12.0; C:4.0,3,24.0
mp-18167.cif,"Ca, Cd",Ca:12.0; Cd:8.0,2,20.0
mp-18198.cif,"Sc, Sn, Pt",Sc:6.0; Sn:6.0; Pt:6.0,3,18.0
mp-1822.cif,"Ti, As",Ti:4.0; As:4.0,2,8.0
mp-1823.cif,"Ti, Al",Ti:6.0; Al:2.0,2,8.0
mp-1825.cif,"Cu, Sb",Cu:4.0; Sb:2.0,2,6.0
mp-18257.cif,"Fe, C",Fe:14.0; C:6.0,2,20.0
mp-18300.cif,"Ca, Al, Sb",Ca:12.0; Al:4.0; Sb:12.0,3,28.0
mp-18316.cif,"Mg, Pd",Mg:64.0; Pd:32.0,2,96.0
mp-18337.cif,"Be, N",Be:48.0; N:32.0,2,80.0
mp-1840.cif,"Ti, O",Ti:8.0; O:16.0,2,24.0
mp-1841.cif,"Si, Ir",Si:4.0; Ir:12.0,2,16.0
mp-1842.cif,"Nb, Al",Nb:2.0; Al:6.0,2,8.0
mp-18427.cif,"Nb, Al",Nb:20.0; Al:10.0,2,30.0
mp-18468.cif,"Mn, Si, C",Mn:40.0; Si:8.0; C:8.0,3,56.0
mp-1851.cif,"Sn, Pd",Sn:4.0; Pd:8.0,2,12.0
mp-1866.cif,"K, O",K:2.0; O:4.0,2,6.0
mp-1867.cif,"Ta, Ni",Ta:8.0; Ni:4.0,2,12.0
mp-1868.cif,"V, S",V:4.0; S:4.0,2,8.0
mp-1869.cif,"Ga, Pd",Ga:4.0; Pd:8.0,2,12.0
mp-18695.cif,"Fe, Co",Fe:15.0; Co:1.0,2,16.0
mp-18707.cif,"Mg, Pt",Mg:18.0; Pt:6.0,2,24.0
mp-1871.cif,"Fe, C",Fe:4.0; C:2.0,2,6.0
mp-18712.cif,"Mg, Pd",Mg:18.0; Pd:6.0,2,24.0
mp-18717.cif,"Sr, V, O",Sr:1.0; V:1.0; O:3.0,3,5.0
mp-18725.cif,"Y, Cr, O",Y:4.0; Cr:4.0; O:12.0,3,20.0
mp-1873.cif,"Zn, F",Zn:2.0; F:4.0,2,6.0
mp-18732.cif,"Ti, Ni, O",Ti:6.0; Ni:6.0; O:18.0,3,30.0
mp-18751.cif,"Mn, Zn, O",Mn:8.0; Zn:4.0; O:16.0,3,28.0
mp-18759.cif,"Mn, O",Mn:12.0; O:16.0,2,28.0
mp-18766.cif,"Si, Ni, O",Si:8.0; Ni:16.0; O:32.0,3,56.0
mp-18767.cif,"Li, Mn, O",Li:2.0; Mn:2.0; O:4.0,3,8.0
mp-18773.cif,"W, O",W:4.0; O:12.0,2,16.0
mp-18778.cif,"Zr, W, O",Zr:4.0; W:8.0; O:32.0,3,44.0
mp-188.cif,"Al, Pt",Al:1.0; Pt:3.0,2,4.0
mp-18814.cif,"Mn, C, O",Mn:6.0; C:6.0; O:18.0,3,30.0
mp-1882.cif,"Ca, Cu",Ca:1.0; Cu:5.0,2,6.0
mp-1883.cif,"Sn, Te",Sn:4.0; Te:4.0,2,8.0
mp-18835.cif,"V, P, O",V:4.0; P:4.0; O:16.0,3,24.0
mp-18848.cif,"Sr, Mg, W, O",Sr:8.0; Mg:4.0; W:4.0; O:24.0,4,40.0
mp-18849.cif,"Fe, P, O",Fe:2.0; P:2.0; O:7.0,3,11.0
mp-1885.cif,"Al, Ir",Al:1.0; Ir:1.0,2,2.0
mp-18875.cif,"Mg, W, O",Mg:2.0; W:2.0; O:8.0,3,12.0
mp-189.cif,"Si, Ru",Si:4.0; Ru:4.0,2,8.0
mp-1890.cif,"B, Mo",B:8.0; Mo:8.0,2,16.0
mp-18918.cif,"Zn, W, O",Zn:2.0; W:2.0; O:8.0,3,12.0
mp-18919.cif,"Co, Pd, O",Co:3.0; Pd:3.0; O:6.0,3,12.0
mp-18922.cif,"Mn, O",Mn:10.0; O:16.0,2,26.0
mp-1894.cif,"W, C",W:1.0; C:1.0,2,2.0
mp-18946.cif,"V, B, O",V:6.0; B:6.0; O:18.0,3,30.0
mp-18949.cif,"V, Fe, O",V:4.0; Fe:4.0; O:16.0,3,24.0
mp-18965.cif,"Ba, Co, O",Ba:2.0; Co:2.0; O:6.0,3,10.0
mp-18966.cif,"Fe, Ag, O",Fe:2.0; Ag:2.0; O:4.0,3,8.0
mp-18972.cif,"Sr, V, O",Sr:4.0; V:2.0; O:8.0,3,14.0
mp-18988.cif,"Li, Mn, O",Li:8.0; Mn:4.0; O:12.0,3,24.0
mp-19.cif,Te,Te:3.0,1,3.0
mp-19003.cif,"Mg, V, O",Mg:4.0; V:8.0; O:20.0,3,32.0
mp-19006.cif,"Mn, O",Mn:4.0; O:4.0,2,8.0
mp-19009.cif,"Ni, O",Ni:4.0; O:4.0,2,8.0
mp-19017.cif,"Li, Fe, P, O",Li:4.0; Fe:4.0; P:4.0; O:16.0,4,28.0
mp-19019.cif,"Ni, Mo, O",Ni:2.0; Mo:2.0; O:8.0,3,12.0
mp-1903.cif,"Ba, Al",Ba:2.0; Al:8.0,2,10.0
mp-19035.cif,"Ba, Fe, O",Ba:1.0; Fe:1.0; O:3.0,3,5.0
mp-19050.cif,"Ca, Mn, O",Ca:16.0; Mn:8.0; O:32.0,3,56.0
mp-19069.cif,"Ni, Ag, O",Ni:3.0; Ag:3.0; O:6.0,3,12.0
mp-1907.cif,"Ti, Te",Ti:1.0; Te:2.0,2,3.0
mp-19082.cif,"Ti, Mn, O",Ti:6.0; Mn:6.0; O:18.0,3,30.0
mp-19086.cif,"Ba, Co, O",Ba:3.0; Co:3.0; O:6.0,3,12.0
mp-19094.cif,"V, O",V:2.0; O:4.0,2,6.0
mp-19097.cif,"Fe, B, O",Fe:6.0; B:6.0; O:18.0,3,30.0
mp-191.cif,"Y, Rh",Y:1.0; Rh:1.0,2,2.0
mp-19102.cif,"Sr, Fe, O",Sr:4.0; Fe:2.0; O:8.0,3,14.0
mp-19128.cif,"Co, O",Co:2.0; O:2.0,2,4.0
mp-19133.cif,"Y, V, O",Y:4.0; V:4.0; O:16.0,3,24.0
mp-19138.cif,"Ba, Ni, O",Ba:2.0; Ni:2.0; O:6.0,3,10.0
mp-1914.cif,"Y, Ga",Y:1.0; Ga:2.0,2,3.0
mp-19147.cif,"Ni, C, O",Ni:6.0; C:6.0; O:18.0,3,30.0
mp-1915.cif,"Fe, B",Fe:8.0; B:4.0,2,12.0
mp-19163.cif,"Sr, W, O",Sr:4.0; W:4.0; O:16.0,3,24.0
mp-19177.cif,"Cr, O",Cr:2.0; O:4.0,2,6.0
mp-19178.cif,"Co, Ag, O",Co:2.0; Ag:2.0; O:4.0,3,8.0
mp-1918.cif,"Fe, Rh",Fe:1.0; Rh:1.0,2,2.0
mp-19183.cif,"Li, Ni, O",Li:4.0; Ni:2.0; O:4.0,3,10.0
mp-1919.cif,"Zr, Cr",Zr:4.0; Cr:8.0,2,12.0
mp-19201.cif,"Ca, Mn, O",Ca:4.0; Mn:4.0; O:12.0,3,20.0
mp-19210.cif,"Co, Pt, O",Co:3.0; Pt:3.0; O:6.0,3,12.0
mp-19219.cif,"Li, V, O",Li:6.0; V:2.0; O:8.0,3,16.0
mp-19225.cif,"Fe, Ag, O",Fe:3.0; Ag:3.0; O:6.0,3,12.0
mp-19226.cif,"Na, Fe, P, O",Na:4.0; Fe:4.0; P:4.0; O:16.0,4,28.0
mp-19241.cif,"Ba, Ni, O",Ba:2.0; Ni:2.0; O:6.0,3,10.0
mp-19247.cif,"Sc, V, O",Sc:4.0; V:4.0; O:16.0,3,24.0
mp-1925.cif,"Zr, S",Zr:4.0; S:4.0,2,8.0
mp-19284.cif,"Ni, Ag, O",Ni:2.0; Ag:2.0; O:4.0,3,8.0
mp-19292.cif,"Co, As, O",Co:1.0; As:2.0; O:6.0,3,9.0
mp-193.cif,"Zr, Cu",Zr:4.0; Cu:2.0,2,6.0
mp-19306.cif,"Fe, O",Fe:24.0; O:32.0,2,56.0
mp-19308.cif,"Li, Ni, O",Li:2.0; Ni:1.0; O:2.0,3,5.0
mp-19313.cif,"Zn, Fe, O",Zn:8.0; Fe:16.0; O:32.0,3,56.0
mp-1932.cif,"Nb, Os",Nb:6.0; Os:2.0,2,8.0
mp-19326.cif,"Mn, O",Mn:4.0; O:8.0,2,12.0
mp-19328.cif,"Na, W, O",Na:1.0; W:1.0; O:3.0,3,5.0
mp-1934.cif,"Li, Zn",Li:8.0; Zn:8.0,2,16.0
mp-19340.cif,"Li, V, O",Li:3.0; V:3.0; O:6.0,3,12.0
mp-19342.cif,"W, O",W:8.0; O:24.0,2,32.0
mp-1935.cif,"Ba, Mg",Ba:4.0; Mg:8.0,2,12.0
mp-19359.cif,"Na, Fe, O",Na:3.0; Fe:3.0; O:6.0,3,12.0
mp-19376.cif,"Ti, Mn, O",Ti:6.0; Mn:6.0; O:18.0,3,30.0
mp-19384.cif,"Ni, As, O",Ni:1.0; As:2.0; O:6.0,3,9.0
mp-19387.cif,"Cd, W, O",Cd:2.0; W:2.0; O:8.0,3,12.0
mp-19390.cif,"W, O",W:1.0; O:3.0,2,4.0
mp-19391.cif,"Na, V, O",Na:3.0; V:3.0; O:6.0,3,12.0
mp-19399.cif,"Cr, O",Cr:12.0; O:18.0,2,30.0
mp-19407.cif,"Mn, W, O",Mn:2.0; W:2.0; O:8.0,3,12.0
mp-1941.cif,"Ga, Ni",Ga:1.0; Ni:1.0,2,2.0
mp-19420.cif,"Sr, Mg, W, O",Sr:4.0; Mg:2.0; W:2.0; O:12.0,4,20.0
mp-19421.cif,"Fe, W, O",Fe:2.0; W:2.0; O:8.0,3,12.0
mp-19424.cif,"Ti, Co, O",Ti:6.0; Co:6.0; O:18.0,3,30.0
mp-19435.cif,"Co, Mo, O",Co:2.0; Mo:2.0; O:8.0,3,12.0
mp-19443.cif,"W, O",W:2.0; O:6.0,2,8.0
mp-19448.cif,"Ni, Te, O",Ni:9.0; Te:3.0; O:18.0,3,30.0
mp-1949.cif,"Ti, Mn",Ti:4.0; Mn:8.0,2,12.0
mp-1953.cif,"Ti, Al",Ti:1.0; Al:1.0,2,2.0
mp-196.cif,"Al, Co",Al:20.0; Co:8.0,2,28.0
mp-1963.cif,"Nb, Rh",Nb:1.0; Rh:1.0,2,2.0
mp-1969.cif,"Nb, Sb",Nb:4.0; Sb:8.0,2,12.0
mp-19713.cif,"Sc, In",Sc:6.0; In:2.0,2,8.0
mp-19717.cif,"Te, Pb",Te:4.0; Pb:4.0,2,8.0
mp-19728.cif,"Y, Si, Rh",Y:4.0; Si:4.0; Rh:4.0,3,12.0
mp-1973.cif,"Nb, Ga",Nb:2.0; Ga:6.0,2,8.0
mp-19740.cif,"Y, In, Pt",Y:3.0; In:3.0; Pt:3.0,3,9.0
mp-19746.cif,"Nb, Pb, S",Nb:2.0; Pb:2.0; S:4.0,3,8.0
mp-19765.cif,"In, Hg, Te",In:4.0; Hg:2.0; Te:8.0,3,14.0
mp-19770.cif,"Fe, O",Fe:12.0; O:18.0,2,30.0
mp-19809.cif,"Mn, Co, Si",Mn:4.0; Co:4.0; Si:4.0,3,12.0
mp-19814.cif,"Ni, As",Ni:2.0; As:4.0,2,6.0
mp-19817.cif,"Y, In, C",Y:3.0; In:1.0; C:1.0,3,5.0
mp-1982.cif,"Al, Pt",Al:84.0; Pt:32.0,2,116.0
mp-19821.cif,"Cr, Ge, C",Cr:4.0; Ge:2.0; C:2.0,3,8.0
mp-19835.cif,"Nb, In, C",Nb:4.0; In:2.0; C:2.0,3,8.0
mp-19842.cif,"Ca, Fe, O",Ca:1.0; Fe:1.0; O:2.0,3,4.0
mp-19856.cif,"Sn, Pt",Sn:2.0; Pt:2.0,2,4.0
mp-1986.cif,"Zn, O",Zn:4.0; O:4.0,2,8.0
mp-19870.cif,"Ga, Fe",Ga:1.0; Fe:3.0,2,4.0
mp-1989.cif,"Ta, Si",Ta:20.0; Si:12.0,2,32.0
mp-19895.cif,"Ni, Sb",Ni:2.0; Sb:4.0,2,6.0
mp-19906.cif,"Zr, In, Ni",Zr:4.0; In:2.0; Ni:4.0,3,10.0
mp-19917.cif,"Zr, Si, Te",Zr:2.0; Si:2.0; Te:2.0,3,6.0
mp-1994.cif,"Hf, B",Hf:1.0; B:2.0,2,3.0
mp-19940.cif,"V, As",V:4.0; As:4.0,2,8.0
mp-19943.cif,"Y, Cu, Sb",Y:2.0; Cu:2.0; Sb:4.0,3,8.0
mp-19962.cif,"Sn, Pt",Sn:8.0; Pt:4.0,2,12.0
mp-19963.cif,"Ti, Fe, Sn",Ti:4.0; Fe:8.0; Sn:4.0,3,16.0
mp-19968.cif,"Ca, In, Cu",Ca:4.0; In:8.0; Cu:4.0,3,16.0
mp-19970.cif,"Li, Cu, O",Li:12.0; Cu:4.0; O:12.0,3,28.0
mp-19983.cif,"Ti, Cu, Sn",Ti:2.0; Cu:2.0; Sn:2.0,3,6.0
mp-19991.cif,"Sr, In, Pd",Sr:4.0; In:16.0; Pd:4.0,3,24.0
mp-2.cif,Pd,Pd:4.0,1,4.0
mp-2000.cif,"Cu, Se",Cu:2.0; Se:4.0,2,6.0
mp-20001.cif,"Sr, Sn, Pt",Sr:4.0; Sn:4.0; Pt:4.0,3,12.0
mp-20004.cif,"Zr, In, C",Zr:4.0; In:2.0; C:2.0,3,8.0
mp-20007.cif,"Mn, Ni, Ge",Mn:4.0; Ni:4.0; Ge:4.0,3,12.0
mp-20012.cif,"In, Sb",In:4.0; Sb:4.0,2,8.0
mp-20027.cif,"Fe, P",Fe:2.0; P:4.0,2,6.0
mp-20032.cif,"V, Pb, O",V:1.0; Pb:1.0; O:3.0,3,5.0
mp-20033.cif,"Sn, Ir",Sn:2.0; Ir:2.0,2,4.0
mp-20049.cif,"Li, Fe, P",Li:2.0; Fe:2.0; P:2.0,3,6.0
mp-2006.cif,"V, Ir",V:6.0; Ir:2.0,2,8.0
mp-20061.cif,"Ge, Pt",Ge:3.0; Pt:6.0,2,9.0
mp-20066.cif,"C, O",C:4.0; O:8.0,2,12.0
mp-2008.cif,"Fe, As",Fe:2.0; As:4.0,2,6.0
mp-20083.cif,"Sc, Cu, Si",Sc:4.0; Cu:4.0; Si:4.0,3,12.0
mp-20086.cif,"Mn, Sn",Mn:4.0; Sn:8.0,2,12.0
mp-20112.cif,"Ni, Sn",Ni:6.0; Sn:2.0,2,8.0
mp-2012.cif,"Li, Hg",Li:1.0; Hg:1.0,2,2.0
mp-20133.cif,"Nb, Cr, N",Nb:2.0; Cr:2.0; N:2.0,3,6.0
mp-20144.cif,"Nb, Cr, P",Nb:4.0; Cr:4.0; P:4.0,3,12.0
mp-20146.cif,"Zr, Ni, Sn",Zr:4.0; Ni:4.0; Sn:2.0,3,10.0
mp-20147.cif,"Zr, Mn, P",Zr:4.0; Mn:4.0; P:4.0,3,12.0
mp-20155.cif,"Co, Sn",Co:4.0; Sn:8.0,2,12.0
mp-20180.cif,"Mn, Ge, C",Mn:3.0; Ge:1.0; C:1.0,3,5.0
mp-20191.cif,"Si, Ru",Si:12.0; Ru:8.0,2,20.0
mp-20192.cif,"Hf, Mn, Si",Hf:4.0; Mn:4.0; Si:4.0,3,12.0
mp-20197.cif,"Cr, Ga, C",Cr:4.0; Ga:2.0; C:2.0,3,8.0
mp-20199.cif,"P, Pb, S",P:4.0; Pb:4.0; S:12.0,3,20.0
mp-20202.cif,"Mg, Sn, Ru",Mg:4.0; Sn:16.0; Ru:4.0,3,24.0
mp-20211.cif,"Mn, Si",Mn:12.0; Si:4.0,2,16.0
mp-20249.cif,"Mn, Co, P",Mn:4.0; Co:4.0; P:4.0,3,12.0
mp-2025.cif,"Hf, Be",Hf:1.0; Be:5.0,2,6.0
mp-20255.cif,"Ti, Cu, Si",Ti:4.0; Cu:4.0; Si:4.0,3,12.0
mp-20268.cif,"Ti, Ge, Pd",Ti:4.0; Ge:4.0; Pd:4.0,3,12.0
mp-2027.cif,"Hf, Co",Hf:1.0; Co:1.0,2,2.0
mp-20279.cif,"Nb, In, Se",Nb:1.0; In:1.0; Se:2.0,3,4.0
mp-2028.cif,"Be, Nb",Be:16.0; Nb:8.0,2,24.0
mp-20296.cif,"In, Co",In:32.0; Co:16.0,2,48.0
mp-203.cif,"Ni, Te",Ni:2.0; Te:2.0,2,4.0
mp-20305.cif,"In, As",In:4.0; As:4.0,2,8.0
mp-2031.cif,"Be, Cu",Be:16.0; Cu:8.0,2,24.0
mp-20315.cif,"Ti, In, C",Ti:4.0; In:2.0; C:2.0,3,8.0
mp-20318.cif,"Mn, B",Mn:8.0; B:4.0,2,12.0
mp-20325.cif,"Ti, In, C",Ti:3.0; In:1.0; C:1.0,3,5.0
mp-20327.cif,"Ti, P",Ti:4.0; P:8.0,2,12.0
mp-2033.cif,"Ni, N",Ni:6.0; N:2.0,2,8.0
mp-20335.cif,"Mn, Nb, P",Mn:4.0; Nb:4.0; P:4.0,3,12.0
mp-20337.cif,"Zr, Pb, O",Zr:2.0; Pb:2.0; O:6.0,3,10.0
mp-2034.cif,"W, C",W:8.0; C:4.0,2,12.0
mp-20344.cif,"Fe, Ge",Fe:3.0; Ge:1.0,2,4.0
mp-20351.cif,"In, P",In:4.0; P:4.0,2,8.0
mp-20354.cif,"Mg, Mn, Ge",Mg:2.0; Mn:2.0; Ge:2.0,3,6.0
mp-20361.cif,"Fe, P, O",Fe:4.0; P:4.0; O:16.0,3,24.0
mp-20382.cif,"Ti, Sn",Ti:12.0; Sn:10.0,2,22.0
mp-2039.cif,"Sc, Mn",Sc:4.0; Mn:8.0,2,12.0
mp-20395.cif,"V, As, Rh",V:4.0; As:4.0; Rh:4.0,3,12.0
mp-20401.cif,"Hf, Cu, Si",Hf:2.0; Cu:2.0; Si:4.0,3,8.0
mp-20418.cif,"Si, Rh",Si:4.0; Rh:8.0,2,12.0
mp-20424.cif,"Mg, Co, C",Mg:1.0; Co:3.0; C:1.0,3,5.0
mp-20426.cif,"Fe, As",Fe:4.0; As:2.0,2,6.0
mp-20432.cif,"Fe, Ge",Fe:4.0; Ge:2.0,2,6.0
mp-20436.cif,"Ta, Si, Rh",Ta:4.0; Si:4.0; Rh:4.0,3,12.0
mp-20443.cif,"Ca, Mn, O",Ca:4.0; Mn:4.0; O:10.0,3,18.0
mp-20452.cif,"Ba, Mg, Pb",Ba:2.0; Mg:4.0; Pb:4.0,3,10.0
mp-20465.cif,"As, Pd",As:8.0; Pd:4.0,2,12.0
mp-20466.cif,"Sn, Ir",Sn:14.0; Ir:10.0,2,24.0
mp-20483.cif,Pb,Pb:4.0,1,4.0
mp-20485.cif,"In, Se",In:4.0; Se:4.0,2,8.0
mp-2049.cif,"Zr, Mo",Zr:8.0; Mo:16.0,2,24.0
mp-20492.cif,"Sc, Si, Rh",Sc:4.0; Si:4.0; Rh:4.0,3,12.0
mp-20516.cif,"In, Pt",In:1.0; Pt:3.0,2,4.0
mp-20528.cif,"K, Co, O",K:2.0; Co:2.0; O:4.0,3,8.0
mp-2053.cif,"Nb, Sb",Nb:6.0; Sb:2.0,2,8.0
mp-20536.cif,"Co, Sn",Co:3.0; Sn:3.0,2,6.0
mp-20539.cif,"Sc, In",Sc:1.0; In:3.0,2,4.0
mp-20541.cif,"V, P",V:8.0; P:4.0,2,12.0
mp-20545.cif,"Cu, As, S",Cu:3.0; As:1.0; S:4.0,3,8.0
mp-20551.cif,"Ga, Co, Ni",Ga:1.0; Co:2.0; Ni:1.0,3,4.0
mp-20557.cif,"Y, Si, Ni",Y:4.0; Si:4.0; Ni:4.0,3,12.0
mp-2056.cif,"Ni, Se",Ni:9.0; Se:6.0,2,15.0
mp-20563.cif,"Ba, Co, As",Ba:2.0; Co:4.0; As:4.0,3,10.0
mp-20565.cif,"Mn, Co, Ge",Mn:2.0; Co:2.0; Ge:2.0,3,6.0
mp-20566.cif,"Mg, In",Mg:1.0; In:3.0,2,4.0
mp-20572.cif,"Na, V, F",Na:1.0; V:1.0; F:3.0,3,5.0
mp-20586.cif,"V, Co, Si",V:4.0; Co:8.0; Si:4.0,3,16.0
mp-2059.cif,"Nb, As",Nb:4.0; As:4.0,2,8.0
mp-20599.cif,"Pd, Pb",Pd:4.0; Pb:8.0,2,12.0
mp-20618.cif,"Y, Co, Si",Y:8.0; Co:12.0; Si:20.0,3,40.0
mp-20619.cif,"Sb, Rh",Sb:4.0; Rh:4.0,2,8.0
mp-20622.cif,"Si, Pd",Si:4.0; Pd:12.0,2,16.0
mp-20648.cif,"V, C",V:8.0; C:4.0,2,12.0
mp-2065.cif,"Mn, S",Mn:4.0; S:4.0,2,8.0
mp-20661.cif,"Ti, Pb, C",Ti:4.0; Pb:2.0; C:2.0,3,8.0
mp-20662.cif,"Sn, Pt",Sn:16.0; Pt:4.0,2,20.0
